"","products_sold","product_category","quality","satisfaction","discount","retail_price","perc_physical","market_size"
"1480",172143,"toys","off_brand",4.7,5,24,75.4,3090
"1481",114933,"toys","off_brand",4,4,12,76.3,1407
"1482",109166,"food","premium",4.3,7,NA,NA,855
"1483",192820,"toys","premium",4.9,8,15,5,1143
"1484",153133,"health","off_brand",3.9,8,20,52,2890
"1485",111540,"other","off_brand",4.1,11,26,63.2,673
"1486",139120,"food","off_brand",3.3,4,17,52.2,2948
"1487",56640,"toys","off_brand",3.2,1,9,78.1,1626
"1488",128281,"toys","premium",4.9,2,25,72.4,771
"1489",174484,"health","premium",4.6,9,11,NA,2129
"1490",237475,"toys","premium",4.1,6,8,34.9,4224
"1491",204621,"other","premium",4.2,5,22,5,3458
"1492",153389,"health","off_brand",4.7,4,24,51.8,1156
"1493",158948,"toys","premium",3.8,2,17,78.5,2938
"1494",110415,"health","off_brand",3.7,12,28,34.5,867
"1495",176769,"food","off_brand",4.4,14,16,23.3,1211
"1496",178683,"toys","off_brand",3.6,6,25,63.5,2769
"1497",210109,"toys","premium",4.7,7,8,67,2990
"1498",138738,"other","off_brand",4.1,11,27,51.3,1193
"1499",115365,"toys","off_brand",4.1,1,19,37.2,1580
"1500",94858,"other","off_brand",4.1,5,19,59.7,800
"1501",110893,"health","premium",4.4,13,19,21.5,849
"1502",139115,"health","premium",4.4,6,17,47.3,911
"1503",121837,"health","off_brand",4.1,5,15,81,866
"1504",82999,"toys","premium",3.2,3,15,60.1,1082
"1505",189795,"toys","off_brand",4.5,5,23,61,2699
"1506",193179,"health","premium",4.3,13,18,41.1,2367
"1507",220888,"health","off_brand",4.7,3,7,48.9,3201
"1508",193459,"health","off_brand",4.2,7,18,89.9,2567
"1509",158951,"other","off_brand",3.5,14,19,67.7,2010
"1510",117851,"other","off_brand",4.1,2,14,58,1079
"1511",178842,"food","premium",4.8,8,25,42.4,1062
"1512",131602,"toys","premium",4,23,14,77.9,1016
"1513",113640,"toys","off_brand",4.1,4,17,65,2272
"1514",198471,"health","off_brand",3.9,7,26,44.4,3570
"1515",111687,"toys","off_brand",4.1,7,21,51.3,1369
"1516",44001,"other","premium",3,2,NA,42,1358
"1517",216340,"toys","off_brand",4.7,21,15,56,1979
"1518",274975,"health","off_brand",4.9,4,21,26.7,3655
"1519",93855,"other","off_brand",4.4,2,15,17.4,517
"1520",161606,"health","off_brand",4.2,21,13,NA,1418
"1521",267011,"food","off_brand",4.5,5,29,45,4098
"1522",160240,"toys","premium",3.7,10,24,50.8,2890
"1523",132658,"toys","premium",4.2,9,26,85.3,1008
"1524",93852,"health","premium",4.2,3,24,42.3,1056
"1525",130461,"toys","off_brand",3.9,17,29,69.8,1856
"1526",153004,"food","off_brand",4.5,4,30,63.5,865
"1527",143214,"health","premium",4.1,11,20,NA,1735
"1528",227248,"food","premium",4.7,1,14,25.1,3405
"1529",212911,"food",NA,4.5,4,12,67.7,2943
"1530",78708,"toys","premium",3.3,2,19,83.1,2066
"1531",86376,"other","off_brand",3.5,5,10,59.8,1099
"1532",88522,"food","off_brand",3.8,7,18,59.4,763
"1533",180074,"health","off_brand",4.2,5,11,18.9,2857
"1534",213073,"health","off_brand",4.3,18,24,54.4,2461
"1535",145419,"other",NA,3.3,21,28,27.6,3480
"1536",90018,"health","premium",3.9,13,29,38.8,1085
"1537",69491,"other","premium",3.5,11,11,43.2,921
"1538",206672,"toys","off_brand",4.4,8,21,44.1,2253
"1539",127984,"toys","off_brand",3.9,8,19,60.7,2777
"1540",78936,"health","premium",3.5,6,12,21.1,862
"1541",157156,"health",NA,4.4,16,25,22.3,2017
"1542",108372,"health","off_brand",4.3,3,9,22.8,454
"1543",123991,"toys","premium",4.3,16,22,31.4,1447
"1544",178441,"toys","premium",4.6,7,21,67.6,2316
"1545",142030,"other","premium",4.2,3,10,30.8,1848
"1546",84407,"toys","off_brand",4,10,25,48.9,960
"1547",136134,"toys","premium",2.4,1,27,75.3,3203
"1548",135531,"toys","off_brand",4.2,1,13,30.9,2995
"1549",128716,"toys","off_brand",4.4,4,14,67.5,1095
"1550",224933,"food","premium",4.8,16,17,34.6,1878
"1551",42981,"toys","off_brand",3.3,10,14,76.3,895
"1552",117050,"other","off_brand",4.3,3,6,62.1,901
"1553",144729,"other","premium",4.1,8,NA,20.2,2925
"1554",77556,"food","off_brand",3.5,2,30,55.3,914
"1555",130247,"food","off_brand",3.7,2,18,34.2,1491
"1556",77556,"toys","premium",4.4,6,24,13.6,648
"1557",102447,"toys","off_brand",4.3,7,24,58,1584
"1558",146678,"food","off_brand",4.6,12,16,24.1,702
"1559",155783,"health","off_brand",4.2,3,19,56.7,2645
"1560",133010,"health","off_brand",3.7,8,32,75.8,917
"1561",86682,"toys",NA,3.9,3,20,60.5,2190
"1562",115326,"health","premium",3.2,21,NA,68,1058
"1563",156418,"toys","off_brand",4.5,11,27,49,644
"1564",152143,"health","off_brand",4.5,6,24,53.4,1320
"1565",102050,"other","off_brand",4.4,8,16,5,805
"1566",211784,"toys","off_brand",4.3,14,NA,67,2967
"1567",179464,"other","premium",4.6,11,26,38.5,1788
"1568",120540,"health","off_brand",4,8,18,NA,884
"1569",150821,"other","premium",4.7,10,18,49.4,1339
"1570",80982,"toys","off_brand",4.6,5,19,78.6,847
"1571",137345,"health",NA,3.5,10,20,18.7,2253
"1572",138386,"health","premium",3.9,16,18,5,1559
"1573",266675,"other","off_brand",4.7,16,12,39.6,3316
"1574",199433,"toys","off_brand",4.4,6,24,80.3,3227
"1575",205228,"health","off_brand",3.6,9,18,45.6,3434
"1576",192908,"health","off_brand",4.2,3,5,31.2,2967
"1577",59982,"toys","off_brand",2.7,11,13,70.1,971
"1578",192532,"health","off_brand",4.7,3,20,66.3,2195
"1579",162960,"other","premium",4.5,8,23,60.6,2039
"1580",142942,"food","off_brand",3.9,10,NA,45.3,1505
"1581",178394,"health","off_brand",3.9,7,5,5,2162
"1582",190395,"health","off_brand",3.5,6,15,33.1,3533
"1583",221245,"toys","premium",4.5,9,20,46.1,3376
"1584",171393,"health","off_brand",2.1,15,NA,59,3486
"1585",150518,"health","off_brand",3.6,3,24,33.4,3612
"1586",153938,"other","off_brand",4.9,12,32,31.2,657
"1587",200866,"health","off_brand",4.2,11,20,71.8,2428
"1588",143317,"health","off_brand",4.3,5,30,44.9,2202
"1589",248992,"food","premium",4.7,6,1,75.5,2995
"1590",111588,"health","off_brand",3.8,9,29,27.3,1802
"1591",183330,"food","off_brand",4.6,22,17,48.6,720
"1592",65825,"health","premium",4,12,16,46.9,685
"1593",152811,"toys","premium",4.4,9,23,11.2,1937
"1594",165368,"health","off_brand",3.7,2,17,45.4,4179
"1595",87548,"health","premium",4.2,6,20,59.2,879
"1596",72083,"toys","premium",3.5,7,21,62.7,943
"1597",196671,"toys","off_brand",4.6,9,25,53.6,2584
"1598",197347,"health","off_brand",4.2,10,20,27.3,1983
"1599",137693,"toys","off_brand",3.9,6,12,74,2436
"1600",146535,"toys",NA,4.7,6,27,56.1,966
"1601",195742,"toys","premium",4.1,12,33,5,3046
"1602",144521,"toys","off_brand",3.5,4,20,81.9,3413
"1603",194959,"toys","premium",4.8,7,20,57.4,3026
"1604",185590,"health",NA,4.5,14,21,NA,1958
"1605",154293,"health","off_brand",4.7,12,26,44.4,2121
"1606",206520,"toys","premium",4.8,2,22,52.2,2862
"1607",226482,"toys","off_brand",4.9,12,19,52.5,2366
"1608",201127,"health",NA,4.7,2,20,34.9,2341
"1609",85566,"health","premium",4.3,0,23,16.2,1080
"1610",176867,"health","premium",4.6,5,26,59.2,2677
"1611",186291,"health","off_brand",3.8,201,12,72.7,2829
"1612",131323,"health","off_brand",4.2,9,22,52.1,1974
"1613",226552,"health","premium",4.5,5,14,42.7,2773
"1614",121491,"health",NA,4.6,11,19,48.8,639
"1615",135076,"other","premium",4.5,8,26,14,1344
"1616",114589,"food","off_brand",4.1,10,13,37.4,975
"1617",125318,"health","off_brand",4.5,5,13,24.6,961
"1618",174149,"health","off_brand",4.7,2,26,69.6,2207
"1619",155391,"toys","off_brand",4.6,4,15,93.8,2596
"1620",101043,"health","off_brand",4.3,9,21,50.6,777
"1621",179386,"health","off_brand",4.5,8,33,48,2229
"1622",53048,"health","off_brand",3.1,3,19,67.1,1174
"1623",160239,"health","off_brand",3.7,6,13,50.2,3293
"1624",24411,"toys","off_brand",3.8,1,24,72.8,866
"1625",158407,"health","premium",3.9,14,22,26.6,2968
"1626",172858,"toys","premium",4.4,12,31,31.6,2428
"1627",222887,"food",NA,4.2,10,21,62.8,2594
"1628",112003,"toys",NA,4.1,12,19,66,1717
"1629",187470,"toys","premium",4.2,19,18,60.5,2693
"1630",120959,"toys","premium",4.5,4,23,39.2,1191
"1631",167857,"food","premium",4.4,13,21,21.9,2347
"1632",158271,"health","premium",3.8,15,27,53,2555
"1633",216176,"health","premium",4,17,25,27.3,3516
"1634",81989,"health","premium",3.8,9,6,22.5,925
"1635",202107,"health","off_brand",4.3,11,18,33.8,2480
"1636",184417,"health","off_brand",4.9,2,15,NA,2176
"1637",124276,"other","off_brand",4.3,9,18,70.9,1845
"1638",137911,"toys","off_brand",4.4,17,16,58,958
"1639",48918,"toys","off_brand",3,4,25,82.8,1573
"1640",83219,"other","premium",4.3,4,16,45.9,1109
"1641",243501,"toys","off_brand",4.5,13,18,79.5,3377
"1642",178843,"other","premium",4.7,25,12,47.7,751
"1643",256466,"health","off_brand",4.9,13,23,51.4,2523
"1644",220727,"health","off_brand",4.3,17,20,78.2,2415
"1645",138693,"toys","off_brand",4.5,5,4,66.3,1054
"1646",111328,"health","premium",4.3,8,23,66.7,1191
"1647",167799,"health","off_brand",3.1,6,7,67,3396
"1648",132360,"food","premium",4.6,4,23,50.9,871
"1649",128063,"health","off_brand",4.5,14,22,9.9,1280
"1650",160040,"toys","off_brand",4,1,11,65,2220
"1651",110324,"health","off_brand",4.7,13,11,95.8,1043
"1652",214843,"health","off_brand",4.8,7,17,51.4,2270
"1653",212630,"food","off_brand",4.7,7,27,52.8,2417
"1654",252383,"health","premium",4.7,8,20,29.4,4618
"1655",251999,"toys","off_brand",4.7,4,16,66.5,3404
"1656",165994,"other","off_brand",4.2,222,26,34.6,2237
"1657",123600,"other","off_brand",4.7,8,26,65.5,940
"1658",97564,"food","premium",4.6,7,19,52.7,950
"1659",121560,"health","premium",4.3,11,15,74.3,992
"1660",162189,"health","off_brand",3.5,9,22,62.6,2602
"1661",170616,"food","premium",4.9,4,12,45.8,1370
"1662",123308,"food","off_brand",3.1,6,18,59.4,1721
"1663",187855,"health","off_brand",4.7,24,21,47.6,1135
"1664",184302,"health","off_brand",4.4,6,29,51.3,2108
"1665",207044,"food","off_brand",4.5,1,26,55.9,2309
"1666",97387,"other","off_brand",3.9,14,17,5,1238
"1667",144578,"health","off_brand",4.2,5,34,62.6,901
"1668",155191,"toys","off_brand",4.8,2,29,80.5,1175
"1669",121399,"other",NA,3.7,16,25,37.9,1493
"1670",194573,"toys","premium",4.7,1,23,45.8,3108
"1671",105051,"health","off_brand",3.9,8,3,15,982
"1672",130944,"health","off_brand",4.1,4,12,17.5,2434
"1673",246286,"food","off_brand",4.9,6,16,20.7,1776
"1674",218953,"health","off_brand",4.9,7,12,9.5,2473
"1675",157273,"toys","premium",3.9,2,NA,17.5,2380
"1676",173596,"food","off_brand",4,3,23,84.4,2123
"1677",200026,"toys","off_brand",4,2,11,47.7,3560
"1678",169079,"toys","off_brand",4.2,11,22,57.9,2394
"1679",245655,"health","premium",4.8,13,20,73.2,2975
"1680",189171,"toys","off_brand",4.7,2,28,76,2437
"1681",185706,"other","off_brand",4.8,6,21,81,2180
"1682",148498,"toys","off_brand",4.6,12,24,97.1,1704
"1683",128417,"toys","premium",3.9,2,25,39.2,1932
"1684",57132,"toys","off_brand",3.4,4,22,85,1039
"1685",143454,"health","premium",4.7,7,14,NA,868
"1686",149052,"food","premium",4.3,4,26,53,1913
"1687",152440,"toys","off_brand",3.8,14,22,43.6,2913
"1688",133111,"toys","off_brand",4.4,7,24,73.2,1046
"1689",92515,"other","off_brand",3,15,21,49.9,1189
"1690",134516,"food","off_brand",4.5,4,30,71.2,688
"1691",280625,"food","off_brand",4.8,11,15,50.5,3102
"1692",219505,"other",NA,4.6,3,27,59.8,3436
"1693",159135,"health","premium",4.6,9,30,47.6,1146
"1694",146562,"health","premium",4.2,9,14,11.7,1568
"1695",47826,"toys","premium",3.5,17,23,46.2,1033
"1696",77645,"health","premium",3.8,12,22,19.7,722
"1697",158911,"health","off_brand",4.1,11,12,10.9,1614
"1698",113325,"toys","premium",4.8,3,29,40.5,1088
"1699",206262,"food","off_brand",4.4,17,NA,64.8,1314
"1700",149494,"health","premium",4.5,7,27,43.3,2457
"1701",248149,"food",NA,4.4,13,26,69.5,3027
"1702",210269,"health","premium",3.9,17,9,18.3,3813
"1703",162708,"health","off_brand",4.5,7,NA,70.8,1121
"1704",240618,"food","off_brand",4.7,2,27,82.7,2558
"1705",87983,"toys","premium",3.3,11,9,74.4,1566
"1706",96193,"toys","off_brand",4.3,9,20,65.8,775
"1707",101781,"health","premium",4.5,14,20,83,1918
"1708",121474,"health","off_brand",3.6,12,22,51.8,1643
"1709",166849,"health","off_brand",4.4,10,22,26.3,1262
"1710",153090,"health","off_brand",4.1,15,38,48.7,1842
"1711",97474,"toys","premium",3,19,15,52.8,1212
"1712",124113,"health","off_brand",4.3,8,29,46.7,1264
"1713",143529,"health","premium",3,5,26,13.6,2794
"1714",114760,"toys","off_brand",4.3,3,20,72,789
"1715",158420,"toys","off_brand",4.6,8,25,96,1305
"1716",135172,"food","premium",4.5,12,26,30.4,1447
"1717",237932,"toys","off_brand",4.6,11,14,51.9,3283
"1718",111537,"health",NA,4,6,29,46.7,984
"1719",82764,"other","premium",3.8,4,14,14.1,994
"1720",152966,"toys","premium",4.5,13,25,70.3,2014
"1721",117033,"health","off_brand",4.4,9,13,35.4,578
"1722",159632,"toys","off_brand",4.4,3,8,63.8,2112
"1723",113986,"toys","off_brand",3.2,17,17,33.3,1074
"1724",74836,"health","off_brand",4.2,2,16,26.1,1155
"1725",199364,"health","off_brand",4.8,0,15,60.4,2808
"1726",153287,"toys","premium",4.6,11,9,88.4,930
"1727",131041,"toys","off_brand",4.3,4,16,67.5,1301
"1728",88931,"other","premium",4,14,39,27.1,820
"1729",217378,"food","off_brand",4.8,3,26,74.5,2139
"1730",185186,"health","off_brand",4.7,1,13,NA,1873
"1731",190750,"toys","premium",4.4,4,NA,76.5,3378
"1732",169737,"food","premium",4.7,10,14,25.9,983
"1733",199397,"health","premium",4.6,7,22,34.9,3291
"1734",233932,"toys","premium",4.8,6,11,48.9,3582
"1735",254663,"other","off_brand",4.3,21,18,46.5,3545
"1736",151978,"health","premium",3.1,2,20,39.6,2939
"1737",121905,"health","off_brand",4,4,18,47.2,2108
"1738",98767,"food","off_brand",3.7,10,11,35.4,1172
"1739",64301,"toys","off_brand",3.9,14,32,52.4,1008
"1740",169102,"toys","off_brand",4.8,12,6,53.3,1880
"1741",218013,"health","premium",4.4,18,17,21,3305
"1742",82905,"health",NA,4.3,4,30,45.6,864
"1743",124730,"health","premium",4.1,2,16,54.1,1674
"1744",99354,"toys","premium",2.5,5,27,101.3,2387
"1745",221495,"toys","off_brand",4.9,12,29,74.7,3129
"1746",81712,"health","premium",3.9,2,NA,33.9,1248
"1747",193201,"health","off_brand",3.9,11,30,NA,2787
"1748",221688,"health","premium",3.8,22,22,29.4,3587
"1749",148032,"health","off_brand",3.9,6,15,47.6,2546
"1750",146774,"toys","off_brand",2.6,2,16,68.9,2808
"1751",132244,"health","off_brand",4.3,9,20,57.3,1944
"1752",142142,"health","premium",4.3,10,27,45.5,1028
"1753",76398,"health","off_brand",3.9,3,18,38.6,943
"1754",103187,"toys","off_brand",4.3,7,22,79.1,1632
"1755",174958,"toys","off_brand",4.7,8,29,42.1,2366
"1756",152701,"health","premium",4.4,3,NA,78.8,2468
"1757",202507,"toys","premium",3.4,15,6,33.1,3449
"1758",194167,"toys","premium",4.7,2,15,80.4,2449
"1759",73033,"health","off_brand",3.4,13,28,11,892
"1760",112920,"toys","off_brand",4.3,18,22,48.8,772
"1761",184598,"toys","off_brand",4.6,9,22,NA,2476
"1762",178661,"health","premium",4.6,21,9,45.2,956
"1763",162297,"toys","off_brand",4.4,7,16,51.6,1997
"1764",174122,"other","off_brand",3.6,12,20,43.7,2967
"1765",85261,"toys","off_brand",3.2,12,NA,80.3,851
"1766",139840,"health","off_brand",4,2,13,53.3,2006
"1767",175521,"toys","off_brand",4.9,4,28,80,2478
"1768",78630,"toys",NA,3.9,12,34,NA,1089
"1769",156893,"other","off_brand",3.7,3,22,63,3732
"1770",89599,"health","off_brand",4.5,4,22,61.1,467
"1771",140809,"other","off_brand",3.7,5,1,30.3,1502
"1772",143613,"health","premium",3.9,10,16,42.9,2310
"1773",186163,"health","off_brand",4.4,8,16,30.5,2192
"1774",84336,"other","off_brand",3.9,17,20,72.8,780
"1775",167576,"toys","off_brand",4.8,8,27,56,1741
"1776",187271,"toys","off_brand",4.4,15,10,56,2142
"1777",136055,"health",NA,3.5,7,23,5,3105
"1778",137017,"food","off_brand",4.1,13,29,48.8,699
"1779",195417,"health","off_brand",4.9,18,17,25,1110
"1780",94008,"health","premium",4.2,8,12,66.6,579
"1781",126481,"health","off_brand",4.3,7,NA,57.6,996
"1782",158239,"toys","off_brand",4.5,6,13,82,1835
"1783",180050,"food","premium",4.5,5,22,57,1972
"1784",130034,"toys","off_brand",4.7,10,13,39.2,800
"1785",179835,"food",NA,3.1,6,26,79.9,3138
"1786",251717,"health","off_brand",4.8,13,11,75.3,2312
"1787",97700,"toys","off_brand",4.1,8,11,31.2,599
"1788",220880,"toys","off_brand",4.7,1,14,41.6,2288
"1789",225614,"food","off_brand",4.9,3,30,54.2,2884
"1790",175728,"toys","premium",3.2,7,12,38.5,2857
"1791",134928,"other","premium",4.8,4,21,61.2,1046
"1792",89760,"toys","premium",3.9,20,19,23.1,751
"1793",162051,"toys","premium",4.7,5,16,61.8,2200
"1794",212851,"food","premium",4.3,10,13,27.2,2834
"1795",109469,"toys","premium",3.8,8,15,29.7,2439
"1796",107910,"toys","off_brand",4.3,7,16,53.3,394
"1797",146537,"other","premium",4,11,19,65.2,1941
"1798",111693,"toys","off_brand",2.8,4,37,18.6,2528
"1799",165841,"other","premium",4.3,9,29,5,2542
"1800",65126,"health","off_brand",3.3,7,23,33.2,1203
"1801",121950,"toys","off_brand",4.2,13,17,67.3,2041
"1802",145713,"toys","premium",4.7,5,22,28.5,786
"1803",157113,"health","off_brand",3.4,175,23,67.8,2765
"1804",82322,"health","premium",2.3,7,NA,40.6,880
"1805",180589,"health","premium",4.7,8,9,5.6,2199
"1806",177170,"health","premium",4.5,6,21,23.8,2261
"1807",163143,"health","off_brand",4.5,9,21,33.8,1918
"1808",112145,"toys","off_brand",4.2,5,22,75.3,1022
"1809",131089,"toys","off_brand",4.1,9,26,38.8,829
"1810",220224,"health","premium",4.6,4,20,65.7,3548
"1811",190269,"health","off_brand",4.8,2,28,32.9,2090
"1812",136023,"toys","off_brand",4.4,15,16,24.7,782
"1813",46469,"other","off_brand",3,2,23,56.1,1484
"1814",196227,"toys","off_brand",4.3,9,16,105.7,2514
"1815",132390,"other","premium",4.6,7,15,21.2,1433
"1816",146828,"toys","off_brand",4.2,0,30,35.1,2444
"1817",98379,"toys","off_brand",4,4,26,80.5,1051
"1818",151974,"health","premium",4.9,5,NA,33.9,834
"1819",139502,"health","premium",4.5,8,32,72.2,2091
"1820",144067,"other","off_brand",3.1,10,NA,79.1,2801
"1821",148551,"health","off_brand",3.3,12,25,99.8,2246
"1822",193552,"toys","off_brand",4.6,16,15,90.4,920
"1823",82084,"health","premium",3.6,2,5,47.8,1567
"1824",119574,"health","premium",4.6,3,23,28.8,1053
"1825",176486,"health","off_brand",3.7,9,NA,NA,3124
"1826",128029,"health","off_brand",3.1,7,36,48.8,2193
"1827",101905,"health","premium",4.6,7,18,35.8,1122
"1828",79576,"food","premium",2.9,9,19,42.2,1266
"1829",76402,"health","premium",3.5,9,NA,39.2,1261
"1830",136955,"health","off_brand",4.2,4,19,49.2,1779
"1831",209656,"toys","premium",4.9,11,13,41,1894
"1832",136326,"health","off_brand",4.3,11,14,68.9,1882
"1833",254644,"health","off_brand",4.8,8,22,44.8,3075
"1834",24586,"toys","off_brand",3.5,9,23,61.1,859
"1835",143792,"food","off_brand",4.6,3,23,71.3,856
"1836",38311,"toys","off_brand",3,7,33,44,646
"1837",261578,"health","off_brand",4.2,27,18,79.5,2935
"1838",148185,"food","off_brand",2.5,1,NA,45.9,3426
"1839",146580,"toys","off_brand",4.4,15,26,74.8,1014
"1840",84240,"toys","premium",3.7,7,25,49.6,2439
"1841",173959,"health","premium",4.8,13,32,11.3,2098
"1842",114670,"toys","off_brand",4.2,9,16,40.3,1866
"1843",100698,"other","off_brand",4.3,7,21,64.2,973
"1844",118961,"health","off_brand",4.1,11,NA,34.2,1210
"1845",60604,"toys","premium",3.3,8,26,31.4,749
"1846",94437,"toys","off_brand",3.6,14,14,54.7,755
"1847",197036,"health","premium",4.4,1,17,50.8,3128
"1848",221029,"health","premium",4.6,23,22,57.5,2924
"1849",175745,"health","premium",4.8,14,34,37.7,1607
"1850",214333,"health","premium",4.8,5,9,43.9,2648
"1851",153056,"toys","off_brand",4.3,9,28,73,2006
"1852",132238,"health","off_brand",4.3,2,33,107.6,1928
"1853",206964,"health","premium",4.5,6,33,63.6,3293
"1854",264520,"health","off_brand",4.6,10,15,21.9,3213
"1855",220723,"food","premium",3.7,12,31,53.8,2673
"1856",212557,"health","off_brand",4.5,4,20,39.8,2928
"1857",207595,"toys","off_brand",4.5,9,28,53.3,3003
"1858",172757,"health","off_brand",4.6,22,16,79.8,951
"1859",176343,"toys","premium",4.7,8,17,68.6,2385
"1860",206841,"health","premium",4.7,6,9,34.6,2858
"1861",213269,"health","premium",4.3,4,39,56.3,2959
"1862",226754,"toys","premium",4.4,16,22,58.1,3336
"1863",75287,"toys","premium",4.5,4,12,48.2,954
"1864",112390,"health","off_brand",4.4,6,23,5.2,848
"1865",181573,"toys","premium",4,2,22,32.1,3653
"1866",135691,"health","premium",4.1,7,23,16,1125
"1867",112292,"toys","off_brand",4.4,2,30,47.5,1070
"1868",95990,"toys","premium",2.9,14,20,41.9,1239
"1869",76172,"health","off_brand",4.2,5,29,24.7,920
"1870",226808,"food","premium",4.4,9,17,11.2,3386
"1871",244223,"other","premium",4.4,2,16,69.7,3262
"1872",154338,"other","premium",4.2,9,10,38,2686
"1873",136929,"toys","premium",4,8,15,78.7,2947
"1874",178648,"toys","off_brand",4,3,10,84.6,4098
"1875",215104,"toys","off_brand",4.3,12,25,70.4,2565
"1876",155167,"toys","off_brand",4.4,8,10,81,1480
"1877",158429,"toys","premium",4.7,3,16,58.2,2498
"1878",123408,"other","premium",3.4,12,19,61.6,1914
"1879",90595,"toys","off_brand",3.1,11,9,107.5,764
"1880",199147,"toys","off_brand",4.9,6,16,65.9,1351
"1881",129559,"health","premium",4.8,3,25,50.4,1172
"1882",107220,"toys","off_brand",4.5,8,25,98.3,716
"1883",98745,"toys","off_brand",4,15,21,79.3,798
"1884",184816,"health","off_brand",3.7,3,22,27.9,2619
"1885",176795,"toys","off_brand",4.4,5,7,55.1,2557
"1886",177456,"toys","off_brand",4.3,5,26,78.5,2604
"1887",190227,"food","premium",4.6,10,9,54.4,835
"1888",193683,"health","off_brand",4.7,12,NA,17.5,2122
"1889",127910,"food","off_brand",3.2,12,17,94.8,1038
"1890",187436,"toys","premium",4.3,6,15,46.9,3311
"1891",256333,"other","off_brand",4.7,15,12,62,3084
"1892",168011,"toys","off_brand",4.8,16,NA,90.8,1276
"1893",214659,"toys","off_brand",4.8,3,11,123.8,2858
"1894",100802,"toys","off_brand",4.2,4,12,81.5,1285
"1895",176791,"health","premium",4.4,1,14,46.2,2938
"1896",252012,"food","off_brand",4.2,3,30,41.4,3863
"1897",101960,"other","off_brand",4.5,2,11,30.5,947
"1898",236536,"health","off_brand",4.6,10,21,63.5,2745
"1899",136068,"toys","off_brand",4.2,14,NA,77.9,1272
"1900",119572,"toys","premium",3.7,9,30,53.4,2659
"1901",277803,"health","off_brand",4.5,24,13,63.4,3961
"1902",54354,"health","premium",3.4,6,NA,38.9,869
"1903",100797,"food","off_brand",3.6,12,15,71.9,1031
"1904",133313,"health","off_brand",4.6,4,25,54.5,739
"1905",56639,"toys","premium",3,8,11,NA,670
"1906",126127,"toys","off_brand",4.4,8,10,45.8,1161
"1907",76195,"toys","off_brand",3.9,1,22,52.4,1906
"1908",130028,"toys","premium",4.6,13,23,57.6,1354
"1909",223028,"toys","off_brand",4.7,28,22,48.7,2041
"1910",200664,"health","off_brand",4.5,6,31,23.5,2221
"1911",201447,"food","off_brand",4.2,16,27,45.3,2500
"1912",154583,"toys","premium",4.2,8,34,108.7,2786
"1913",107652,"health","off_brand",4.3,10,12,18,1042
"1914",82676,"health","premium",4.6,4,27,55.9,893
"1915",45240,"health","premium",3.5,9,NA,75.6,1012
"1916",103581,"toys","premium",3.8,6,23,40.8,1736
"1917",181999,"health","premium",4.6,207,23,49.3,2655
"1918",103353,"food","premium",4.2,10,17,35,1060
"1919",63708,"health","off_brand",3.6,4,15,30.6,1180
"1920",96110,"toys","off_brand",4.6,18,26,64.6,338
"1921",209620,"toys","off_brand",3.3,7,27,11.8,3941
"1922",60482,"toys","off_brand",3.6,3,21,71,1312
"1923",150036,"health","off_brand",4.4,2,28,38.8,2023
"1924",230348,"toys","off_brand",4.4,14,19,76.8,2594
"1925",153655,"toys","off_brand",4.1,11,26,75.7,2760
"1926",142394,"health","off_brand",4.9,6,NA,70.6,944
"1927",92343,"health","off_brand",3.4,12,14,29.9,1199
"1928",130749,"health","premium",4.2,10,16,39.3,878
"1929",152596,"food","off_brand",2.9,9,NA,58,2133
"1930",141436,"toys","off_brand",4.2,22,NA,49.7,906
"1931",139202,"health","premium",4.2,3,20,27.3,2462
"1932",118944,"toys","premium",4.4,4,NA,74.2,767
"1933",157458,"toys","off_brand",3.9,13,19,68.2,2145
"1934",102303,"health",NA,3.8,4,28,53.8,2246
"1935",116389,"health","premium",3.9,5,11,23.8,941
"1936",143934,"toys","off_brand",4,7,17,66.5,2155
"1937",208139,"health","off_brand",4.8,16,25,NA,2124
"1938",109824,"health","premium",4.1,17,1,5,603
"1939",125489,"health",NA,4.5,4,24,NA,1229
"1940",89389,"toys",NA,4.3,9,27,27.6,692
"1941",216140,"toys","off_brand",5,9,17,117.8,1930
"1942",161399,"health","premium",4.9,2,23,70.2,2178
"1943",153870,"health","off_brand",4.6,11,24,43.1,1075
"1944",159415,"health","premium",4.1,1,10,35.4,2837
"1945",148291,"food","premium",4.6,17,9,22.2,889
"1946",220259,"health","off_brand",4.2,4,19,51.9,2884
"1947",56392,"other","premium",2.6,6,15,82.3,812
"1948",123500,"health","off_brand",4.8,10,25,39,1024
"1949",149127,"health","premium",4.2,6,19,54.6,2373
"1950",99505,"toys","premium",4.3,8,11,60,1194
"1951",98150,"health","off_brand",4.5,5,NA,64.5,1097
"1952",124538,"toys","premium",3.8,2,26,58,2122
"1953",151879,"toys","premium",4.5,7,19,62.2,1729
"1954",138112,"toys","premium",4.7,10,NA,48.8,2146
"1955",167136,"health","premium",4.8,4,25,26,2421
"1956",181784,"food","off_brand",4.7,5,6,78.3,1721
"1957",206407,"toys",NA,4.9,13,11,38.1,2557
"1958",244981,"food","off_brand",4.6,15,NA,43.6,2446
"1959",68447,"other","premium",3.5,7,16,27.3,1035
"1960",126824,"toys","premium",4.7,8,28,26.3,1241
"1961",90183,"toys","off_brand",3.4,8,24,70.1,638
